"population","river","year","surveydate","pos.weir","pos.trap","siteid","sex","origin","forklength","agedesignation","age.best","age.cwt","age.scale","age.key","age.length","prespawn","oppunch.present","oppunch.type","objective","mark.recap.eligible"
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH5","F","Hat",730,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH5","F","Hat",725,"Adult",4,NA,NA,4,NA,"PreSpawn","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH5","F","Nat",750,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",850,"Adult",5,NA,NA,5,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",740,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",630,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",780,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",740,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",720,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",630,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",680,"Adult",4,NA,NA,4,NA,"Spawned","Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",730,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",690,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",675,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",730,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",645,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-08-26,"above","above","CATH6","F","Hat",710,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-08-26,"above","above","CATH6","F","Hat",680,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",630,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",710,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",710,"Adult",5,5,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",700,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",780,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",535,"Jack",3,NA,NA,3,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",780,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",840,"Adult",4,4,NA,NA,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",790,"Adult",5,NA,5,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",675,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",660,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",700,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",865,"Adult",4,4,NA,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",680,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",870,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",665,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",710,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",760,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",700,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",755,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",740,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",680,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",730,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",805,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",680,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Nat",675,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",760,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",820,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",740,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",765,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",680,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Nat",650,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",375,"Jack",3,NA,NA,3,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","F","Hat",755,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH6","M","Hat",660,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Nat",635,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",700,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",665,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Hat",700,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Hat",750,"Adult",4,4,NA,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",840,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",730,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",705,"Adult",4,NA,NA,4,NA,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",660,"Adult",4,NA,NA,4,NA,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",690,"Adult",4,NA,NA,4,NA,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","M","Hat",880,"Adult",5,5,NA,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",770,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH6","F","Nat",685,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Hat",727,"Adult",4,NA,NA,4,NA,"Spawned","Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Nat",736,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Nat",685,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Hat",710,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","M","Nat",793,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","M","Hat",752,"Adult",4,4,NA,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Hat",730,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Hat",800,"Adult",4,4,NA,NA,NA,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","M","Hat",670,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Nat",740,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Nat",745,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","M","Nat",838,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Hat",785,"Adult",4,4,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",765,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","M","Nat",775,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",820,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",865,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",710,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",560,"Jack",3,NA,3,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",725,"Adult",4,NA,4,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",750,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Hat",820,"Adult",4,4,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",715,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",710,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",700,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",763,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Hat",715,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Hat",680,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",720,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Hat",790,"Adult",5,5,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",740,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",665,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.1","F","Hat",711,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",759,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","F","Nat",710,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.1","M","Nat",800,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",925,"Adult",5,NA,5,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","F","Hat",720,"Adult",4,4,NA,NA,NA,"PreSpawn","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","F","Nat",725,"Adult",4,NA,NA,4,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","M","Hat",760,"Adult",4,4,NA,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","F","Nat",716,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","M","Nat",860,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",760,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Hat",750,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",850,"Adult",5,NA,5,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",730,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",740,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","F","Nat",724,"Adult",4,NA,NA,4,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",730,"Adult",4,NA,NA,4,NA,NA,"Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","M","Nat",605,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",780,"Adult",4,NA,4,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",780,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",920,"Adult",5,NA,5,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",645,"Adult",4,NA,NA,4,NA,NA,"Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Hat",785,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",780,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",810,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",710,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Hat",745,"Adult",4,4,NA,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","M","Nat",640,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2A","F","Nat",770,"Adult",4,NA,4,NA,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2A","M","Nat",775,"Adult",4,NA,4,NA,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-03,"above","above","CATH7.2B","M","Hat",750,"Adult",4,NA,NA,4,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","F","Nat",740,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","M","Nat",590,"Jack",3,NA,NA,3,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","F","Nat",730,"Adult",4,NA,NA,4,NA,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","M","Nat",850,"Adult",5,NA,NA,5,NA,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","F","Nat",740,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","F","Nat",800,"Adult",4,NA,NA,4,NA,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"above","above","CATH7.2B","F","Nat",800,"Adult",4,NA,4,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"below","below","CATH7.2C","F","Nat",760,"Adult",4,NA,4,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-09,"below","below","CATH7.2C","F","Nat",760,"Adult",4,NA,4,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-22,"below","below","CATHA","F","Nat",740,"Adult",4,NA,NA,4,NA,"Unk","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-22,"below","below","CATHA","F","Nat",700,"Adult",4,NA,NA,4,NA,"Spawned","Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-22,"below","below","CATHA","M","Nat",693,"Adult",4,NA,NA,4,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2014,2014-09-22,"below","below","CATHA","F","Nat",770,"Adult",4,NA,NA,4,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-01,"above","above","CATH1","M","Nat",746,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-01,"above","above","CATH1","F","Nat",822,"Adult",5,NA,5,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","F","Hat",690,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","M","Nat",910,"Adult",5,NA,NA,5,5,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","F","Hat",715,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","M","Hat",685,"Adult",4,NA,NA,4,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-08-25,"above","above","CATH4","F","Hat",705,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","F","Hat",810,"Adult",4,4,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","M","Nat",955,"Adult",5,NA,5,NA,5,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","F","Hat",695,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","F","Hat",875,"Adult",5,5,5,NA,5,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","M","Hat",805,"Adult",4,4,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","M","Hat",730,"Adult",4,4,NA,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2015,2015-09-09,"above","above","CATH4","F","Hat",765,"Adult",4,4,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
