"population","river","year","surveydate","pos.weir","pos.trap","siteid","sex","origin","forklength","agedesignation","age.best","age.cwt","age.scale","age.key","age.length","prespawn","oppunch.present","oppunch.type","objective","mark.recap.eligible"
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH1","F","Nat",650,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH1","F","Hat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH4","M","Hat",850,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH4","M","Hat",820,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","F","Hat",710,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-17,"no.weir","above","CATH5","F","Hat",755,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-17,"no.weir","above","CATH5","F","Hat",740,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","Unk","Hat",NA,NA,NA,NA,NA,NA,NA,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","Unk","Nat",NA,NA,NA,NA,NA,NA,NA,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","F","Nat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-17,"no.weir","above","CATH5","M","Hat",800,"Adult",4,NA,4,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","F","Hat",690,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","M","Hat",450,"Jack",3,NA,3,NA,3,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH5","F","Hat",660,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH5","F","Hat",685,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-10,"no.weir","above","CATH5","F","Hat",680,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH5","M","Hat",770,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1991,1991-09-03,"no.weir","above","CATH7","F","Nat",600,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-03,"no.weir","above","CATH1","M","Nat",660,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-03,"no.weir","above","CATH1","M","Hat",680,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-03,"no.weir","above","CATH4","F","Hat",710,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-03,"no.weir","above","CATH4","M","Hat",740,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-18,"no.weir","above","CATH5","F","Hat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-03,"no.weir","above","CATH5","M","Nat",700,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-10,"no.weir","above","CATH5","F","Nat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-18,"no.weir","above","CATH5","F","Hat",710,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1992,1992-09-10,"no.weir","above","CATH5","F","Hat",740,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH1","F","Nat",840,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","M","Hat",790,"Adult",5,NA,5,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","M","Nat",880,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","F","Hat",850,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","M","Nat",900,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","F","Hat",870,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","F","Hat",910,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH4","F","Hat",810,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","M","Nat",1010,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","F","Nat",730,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","F","Nat",880,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","F","Nat",890,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-08,"no.weir","above","CATH5","M","Nat",910,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","M","Hat",900,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-08,"no.weir","above","CATH5","F","Nat",870,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-08,"no.weir","above","CATH5","F","Nat",830,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-15,"no.weir","above","CATH5","F","Nat",840,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-08,"no.weir","above","CATH5","M","Nat",680,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","M","Nat",600,"Jack",3,NA,3,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-15,"no.weir","above","CATH5","M","Nat",620,"Jack",3,NA,3,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH5","M","Hat",910,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH6","M","Hat",950,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH6","M","Hat",900,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH7.1","M","Hat",890,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH7.2","F","Nat",915,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH7.2","F","Nat",935,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH7.2","F","Nat",800,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1993,1993-09-02,"no.weir","above","CATH7.2","M","Nat",895,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1994,1994-09-12,"no.weir","above","CATH4","F","Nat",585,"Adult",4,NA,4,NA,3,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1994,1994-09-12,"no.weir","above","CATH4","M","Hat",920,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1994,1994-09-12,"no.weir","above","CATH4","M","Hat",890,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1994,1994-09-06,"no.weir","above","CATH5","M","Nat",790,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1994,1994-09-12,"no.weir","above","CATH5","F","Nat",760,"Adult",5,NA,5,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-09-13,"no.weir","above","CATH4","F","Nat",NA,"Adult",4,NA,4,NA,NA,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-09-13,"no.weir","above","CATH4","Unk","Nat",NA,"Adult",4,NA,4,NA,NA,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-08-29,"no.weir","above","CATH4","M","Nat",680,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-08-29,"no.weir","above","CATH4","F","Nat",810,"Adult",4,NA,4,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-09-13,"no.weir","above","CATH5","F","Nat",570,"Jack",3,NA,3,NA,3,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-09-13,"no.weir","above","CATH5","F","Nat",700,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1995,1995-09-13,"no.weir","above","CATH5","F","Nat",610,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1996,1996-09-11,"no.weir","above","CATH4","F","Nat",760,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1996,1996-09-11,"no.weir","above","CATH5","F","Nat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1996,1996-09-11,"no.weir","above","CATH5","F","Nat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1996,1996-09-11,"no.weir","above","CATH5","F","Nat",780,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1996,1996-08-27,"no.weir","above","CATH7","F","Nat",770,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH1","M","Nat",842,"Adult",4,NA,4,NA,5,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH1","M","Nat",774,"Adult",4,NA,4,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH1","F","Nat",812,"Adult",4,NA,4,NA,5,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-08-26,"above","above","CATH1","F","Nat",935,"Adult",5,NA,5,NA,5,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH1","F","Nat",805,"Adult",4,NA,4,NA,5,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-08-26,"above","above","CATH1","M","Nat",970,"Adult",5,NA,NA,NA,5,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH1","F","Nat",707,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH1","F","Nat",726,"Adult",5,NA,5,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH1","F","Nat",707,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH3","F","Nat",730,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH4","F","Nat",630,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH4","F","Nat",630,"Jack",3,NA,3,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH4","F","Nat",720,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH4","F","Nat",720,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH4","M","Nat",780,"Adult",4,NA,4,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-08-26,"above","above","CATH4","M","Nat",890,"Adult",4,NA,4,NA,5,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH4","F","Nat",620,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH4","M","Nat",880,"Adult",4,NA,4,NA,5,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-08-26,"above","above","CATH5","F","Nat",695,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH5","F","Nat",632,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH5","M","Nat",702,"Jack",3,NA,NA,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH5","M","Nat",720,"Adult",4,NA,4,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH5","M","Nat",590,"Adult",4,NA,4,NA,3,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"above","above","CATH5","F","Nat",660,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH5","M","Nat",770,"Adult",4,NA,4,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH5","M","Nat",710,"Adult",4,NA,4,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-08-26,"above","above","CATH5","F","Nat",700,"Adult",4,NA,4,NA,4,"PreSpawn","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH6","F","Nat",700,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH6","M","Nat",780,"Adult",4,NA,4,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH6","F","Nat",720,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH6","M","Nat",705,"Adult",4,NA,NA,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH7.1","M","Nat",810,"Adult",4,NA,NA,NA,NA,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH7.1","M","Nat",820,"Adult",4,NA,4,NA,NA,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"above","above","CATH7.1","F","Nat",700,"Adult",4,NA,4,NA,NA,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"no.weir","above","CATH7.2D","F","Nat",685,"Adult",4,NA,4,NA,4,"Spawned","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-03,"no.weir","above","CATH7.2D","F","Nat",760,"Adult",4,NA,4,NA,4,"PreSpawn","No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1997,1997-09-10,"no.weir","above","CATH7.2D","M","Nat",765,"Jack",3,NA,NA,NA,4,NA,"No","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-01,"above","above","CATH1","F","Nat",840,"Adult",5,NA,5,NA,5,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH4","F","Nat",890,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH4","F","Nat",880,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH4","F","Nat",840,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-08-25,"above","above","CATH4","F","Nat",830,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH4","F","Nat",710,"Adult",4,NA,4,NA,4,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-01,"above","above","CATH5","M","Nat",730,"Adult",4,NA,4,NA,4,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH5","M","Nat",930,"Adult",5,NA,NA,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-01,"above","above","CATH5","F","Nat",900,"Adult",5,NA,5,NA,5,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-08-18,"above","above","CATH5","M","Nat",845,"Adult",4,NA,4,NA,5,NA,"Unk","","Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH5","M","Nat",970,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH6","M","Nat",1005,"Adult",5,NA,NA,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH6","M","Nat",440,"Jack",3,NA,3,NA,3,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH6","F","Nat",860,"Adult",5,NA,5,NA,5,"Spawned","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH6","F","Nat",810,"Adult",4,NA,4,NA,5,"Spawned","Yes","2ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH6","M","Nat",927,"Adult",5,NA,5,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH7.1","M","Nat",970,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"below","below","CATH7.2C","M","Nat",923,"Adult",5,NA,5,NA,5,NA,"Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-08-19,"below","below","CATH7.2C","F","Nat",897,"Adult",5,NA,5,NA,5,"PreSpawn","Unk","","Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-01,"above","above","CATH7.2E","F","Nat",810,"Adult",5,NA,5,NA,5,"Unk","Unk","","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1998,1998-09-11,"above","above","CATH7.2E","M","Nat",900,"Adult",5,NA,5,NA,5,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH4","F","Nat",700,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH4","M","Nat",800,"Adult",5,NA,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH4","F","Nat",746,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-08,"above","above","CATH4","F","Nat",740,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-08-31,"above","above","CATH4","F","Nat",730,"Adult",4,NA,4,NA,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-08-31,"above","above","CATH4","F","Nat",680,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-08-31,"above","above","CATH4","F","Nat",660,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH5","M","Nat",660,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-08,"above","above","CATH5","M","Nat",790,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-08-31,"above","above","CATH6","F","Nat",700,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH6","F","Nat",760,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-08,"above","above","CATH7.1","M","Nat",NA,"Adult",NA,NA,4,NA,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH7.1","F","Nat",790,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-15,"above","above","CATH7.1","F","Nat",720,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-08-31,"above","above","CATH7.1","F","Nat",735,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",1999,1999-09-08,"above","above","CATH7.2E","Unk","Nat",NA,"Adult",NA,NA,NA,NA,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-08-29,"above","above","CATH1","M","Nat",710,"Adult",4,NA,4,NA,4,NA,"Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-12,"above","above","CATH1","F","Nat",705,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-12,"above","above","CATH5","F","Nat",710,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-12,"below","below","CATH7.2C","Unk","Unk",NA,"Adult",4,NA,4,NA,NA,NA,"Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-12,"below","below","CATH7.2C","F","Nat",830,"Adult",5,NA,5,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-12,"below","below","CATH7.2C","M","Nat",740,"Adult",4,NA,NA,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-06,"below","below","CATH7.2C","F","Nat",NA,"Adult",NA,NA,NA,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2000,2000-09-12,"above","above","CATH7.2E","M","Nat",760,"Jack",3,NA,NA,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH1","F","Nat",845,"Adult",5,NA,5,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH1","F","Nat",630,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH1","F","Nat",656,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH1","F","Nat",635,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH1","M","Nat",770,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH1","F","Nat",695,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH1","M","Nat",640,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH4","M","Nat",540,"Jack",3,NA,3,NA,3,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-17,"above","above","CATH5","F","Nat",695,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Carcass",TRUE
