population,year,trapdate,count,sex,origin,forklength,agedesignation,age.best,age.cwt,age.pit,age.scale,age.length,recapture,oppunch,notes
Catherine,2009,2009-06-15,1,M,Nat,526,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-15,1,M,Nat,415,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-15,1,M,Nat,424,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-15,1,M,Nat,503,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-15,1,M,Nat,498,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-16,1,F,Hat,732,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Hat,649,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Nat,585,Adult,3,NA,NA,NA,3,FALSE,,
Catherine,2009,2009-06-16,1,M,Nat,700,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Nat,739,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Nat,759,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-16,1,F,Hat,747,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-16,1,F,Nat,697,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Nat,575,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-16,1,F,Nat,748,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Nat,548,Adult,3,NA,3,3,3,FALSE,,
Catherine,2009,2009-06-16,1,F,Hat,680,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-06-16,1,M,Hat,780,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,717,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,844,Adult,5,NA,NA,NA,5,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,771,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,738,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,743,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Nat,704,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,772,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,766,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,668,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,768,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,709,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,716,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,748,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Nat,686,Adult,4,NA,4,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,735,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,750,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,758,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,627,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,778,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Hat,724,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,484,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-17,1,F,Nat,725,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-17,1,F,Nat,817,Adult,4,NA,NA,4,5,FALSE,,
Catherine,2009,2009-06-17,1,M,Nat,902,Adult,5,NA,5,5,5,FALSE,,
Catherine,2009,2009-06-17,1,M,Hat,495,Adult,3,NA,3,NA,3,FALSE,,
Catherine,2009,2009-06-18,1,F,Hat,841,Adult,5,NA,NA,NA,5,FALSE,,
Catherine,2009,2009-06-18,1,F,Nat,753,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Nat,568,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-18,1,F,Hat,741,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Nat,785,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-18,1,F,Nat,869,Adult,5,NA,NA,5,5,FALSE,,
Catherine,2009,2009-06-18,1,F,Nat,624,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Hat,757,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Hat,738,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-18,1,F,Nat,709,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-18,1,F,Hat,709,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Hat,738,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Nat,732,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-18,1,F,Hat,691,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-18,1,M,Nat,562,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-18,1,M,Hat,576,Adult,3,NA,3,3,3,FALSE,,
Catherine,2009,2009-06-18,1,M,Nat,421,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-18,1,M,Nat,511,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-18,1,M,Hat,608,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-19,1,M,Hat,745,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-19,1,F,Hat,697,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-19,1,F,Nat,818,Adult,4,NA,NA,4,5,FALSE,,
Catherine,2009,2009-06-19,1,M,Hat,767,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-06-19,1,F,Nat,817,Adult,5,NA,NA,5,5,FALSE,,
Catherine,2009,2009-06-19,1,F,Hat,657,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-19,1,M,Nat,477,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-21,1,F,Nat,741,Adult,4,NA,4,4,4,FALSE,,
Catherine,2009,2009-06-21,1,M,Nat,640,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-21,1,M,Nat,734,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-21,1,F,Nat,763,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-21,1,M,Nat,756,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-21,1,F,Nat,748,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-21,1,F,Nat,706,Adult,4,NA,4,4,4,FALSE,,
Catherine,2009,2009-06-21,1,F,Nat,895,Adult,5,NA,NA,5,5,FALSE,,
Catherine,2009,2009-06-21,1,F,Hat,705,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-22,1,M,Hat,781,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-22,1,F,Hat,778,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-22,1,F,Hat,709,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-22,1,F,Nat,724,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-22,1,F,Hat,737,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-22,1,M,Nat,468,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-22,1,M,Nat,561,Adult,3,NA,NA,NA,3,FALSE,,
Catherine,2009,2009-06-22,1,M,Nat,518,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-22,1,M,Nat,552,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-22,1,M,Nat,518,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-24,1,F,Hat,699,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-24,1,M,Nat,758,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-24,1,F,Nat,719,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-24,1,M,Hat,618,Adult,3,NA,3,NA,4,FALSE,,
Catherine,2009,2009-06-24,1,F,Nat,705,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-24,1,F,Hat,709,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-24,1,M,Nat,454,Adult,3,NA,3,3,3,FALSE,,
Catherine,2009,2009-06-24,1,F,Hat,695,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-26,1,F,Nat,734,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-26,1,F,Nat,815,Adult,5,NA,NA,5,5,FALSE,,
Catherine,2009,2009-06-26,1,M,Hat,733,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,664,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,685,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,512,Adult,3,NA,NA,NA,3,FALSE,,
Catherine,2009,2009-06-26,1,M,Hat,764,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-26,1,M,Hat,737,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-06-26,1,F,Hat,818,Adult,5,NA,NA,NA,5,FALSE,,
Catherine,2009,2009-06-26,1,M,Hat,628,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-26,1,F,Nat,712,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,555,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,464,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,478,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,572,Adult,3,NA,NA,NA,3,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,657,Adult,4,NA,4,4,4,FALSE,,
Catherine,2009,2009-06-26,1,M,Nat,562,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-29,1,M,Hat,690,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-29,1,M,Nat,486,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-29,1,F,Hat,679,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-06-29,1,M,Hat,719,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-29,1,M,Nat,800,Adult,4,NA,NA,4,5,FALSE,,
Catherine,2009,2009-06-29,1,M,Nat,559,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-06-29,1,M,Hat,756,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-29,1,F,Nat,721,Adult,4,NA,4,4,4,FALSE,,
Catherine,2009,2009-06-29,1,M,Nat,524,Adult,3,NA,NA,NA,3,FALSE,,
Catherine,2009,2009-06-29,1,F,Hat,781,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-06-29,1,M,Nat,1100,Adult,5,NA,NA,5,5,FALSE,,
Catherine,2009,2009-07-01,1,M,Hat,795,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-07-01,1,M,Nat,760,Adult,5,NA,NA,5,4,FALSE,,
Catherine,2009,2009-07-01,1,M,Hat,639,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-07-01,1,M,Nat,414,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-01,1,M,Nat,496,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-01,1,M,Nat,482,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-01,1,M,Nat,563,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-01,1,M,Hat,604,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-07-02,1,M,Nat,463,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-04,1,F,Nat,739,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-07-04,1,M,Hat,669,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-07-04,1,M,Nat,456,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-04,1,M,Hat,622,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-07-06,1,M,Hat,756,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-07-06,1,F,Nat,712,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-07-06,1,M,Hat,719,Adult,4,NA,4,NA,4,FALSE,,
Catherine,2009,2009-07-06,1,M,Nat,762,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-07-06,1,M,Nat,543,Adult,3,NA,NA,3,3,FALSE,,
Catherine,2009,2009-07-06,1,M,Nat,547,Adult,3,NA,NA,NA,3,FALSE,,
Catherine,2009,2009-07-06,1,M,Nat,803,Adult,4,NA,NA,4,5,FALSE,,
Catherine,2009,2009-07-07,1,F,Nat,810,Adult,5,NA,NA,5,5,FALSE,,
Catherine,2009,2009-07-09,1,F,Nat,679,Adult,4,NA,NA,4,4,FALSE,,
Catherine,2009,2009-08-04,1,M,Hat,895,Adult,5,NA,NA,NA,5,FALSE,,
Catherine,2009,2009-08-31,1,F,Hat,733,Adult,4,NA,NA,NA,4,FALSE,,
Catherine,2009,2009-08-31,1,M,Hat,525,Adult,3,NA,3,NA,3,FALSE,,
Catherine,2010,2010-05-19,1,F,Nat,698,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-19,1,M,Hat,695,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,F,Nat,707,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,M,Hat,701,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,F,Hat,774,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,F,Hat,710,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,M,Nat,680,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,M,Hat,705,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,F,Hat,755,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-24,1,F,Hat,715,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-25,1,M,Nat,762,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-25,1,F,Nat,688,Adult,4,NA,NA,NA,4,FALSE,None,
Catherine,2010,2010-05-26,1,M,Nat,710,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Nat,703,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Hat,666,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,M,Nat,771,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,M,Nat,795,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,M,Nat,689,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Nat,722,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Hat,768,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Nat,687,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Hat,765,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Hat,665,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,M,Hat,720,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,M,Nat,710,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Nat,725,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Nat,740,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,M,Hat,738,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-27,1,F,Nat,730,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Hat,732,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Nat,654,Adult,4,NA,NA,NA,4,FALSE,None,
Catherine,2010,2010-05-28,1,F,Hat,747,Adult,4,NA,NA,NA,4,FALSE,None,
Catherine,2010,2010-05-28,1,M,Nat,680,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Hat,754,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,M,Nat,740,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,M,Nat,720,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Nat,725,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Nat,698,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Nat,720,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,M,Nat,680,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,M,Hat,680,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,M,Hat,765,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Hat,758,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-28,1,F,Nat,752,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,M,Nat,695,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Nat,715,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Nat,710,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,M,Nat,675,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,M,Nat,695,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Nat,720,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,M,Hat,735,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,M,Hat,735,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Hat,755,Adult,4,NA,NA,NA,4,FALSE,2ROP,
Catherine,2010,2010-05-29,1,M,Hat,775,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Hat,745,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Hat,740,Adult,4,NA,NA,NA,4,FALSE,2ROP,
Catherine,2010,2010-05-29,1,F,Hat,725,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Hat,775,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Nat,630,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-29,1,F,Hat,725,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Nat,575,Jack,3,NA,NA,3,3,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,770,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,695,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Nat,740,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,685,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Hat,710,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,695,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Hat,770,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Hat,780,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Hat,720,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,680,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Hat,780,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Hat,770,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Hat,780,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Hat,715,Adult,4,NA,NA,NA,4,FALSE,2ROP,
Catherine,2010,2010-05-30,1,F,Hat,730,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,M,Nat,750,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,700,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Nat,750,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-30,1,F,Hat,750,Adult,4,NA,NA,NA,4,FALSE,2ROP,
Catherine,2010,2010-05-30,1,F,Hat,690,Adult,4,NA,NA,NA,4,FALSE,1ROP/2LOP,
Catherine,2010,2010-05-31,1,M,Nat,461,Jack,3,NA,NA,3,3,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Nat,708,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,F,Nat,703,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Hat,675,Adult,4,NA,NA,NA,4,FALSE,2ROP,
Catherine,2010,2010-05-31,1,M,Nat,640,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,F,Nat,740,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,F,Nat,710,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Nat,785,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Nat,620,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Hat,725,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,F,Hat,865,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Hat,850,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,F,Hat,740,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,F,Nat,748,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-05-31,1,M,Hat,786,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Hat,777,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,735,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,710,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,673,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,701,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,697,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,669,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,767,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,807,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,772,Adult,4,NA,NA,NA,4,FALSE,2ROP,
Catherine,2010,2010-06-01,1,M,Nat,698,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,750,Adult,4,NA,NA,NA,4,FALSE,None,
Catherine,2010,2010-06-01,1,F,Nat,704,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,817,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,658,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,682,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,794,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,694,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,757,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,625,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,573,Jack,4,NA,NA,4,3,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,629,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,717,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,769,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,733,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Nat,600,Adult,4,NA,NA,4,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Hat,670,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,752,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,M,Hat,795,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,826,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Hat,710,Adult,4,NA,NA,NA,4,FALSE,1ROP,
Catherine,2010,2010-06-01,1,F,Nat,725,Adult,4,NA,NA,4,4,FALSE,1ROP,
