"WeirLocation","TrapYear","TrapDate","Count","Sex","Origin","ForkLength","BestAge","CWTAge","PITAge","ScaleAge_Best","LengthAge","Age_Key","Recapture","Disposition","Description","New_or_recap","OpPunch"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",707,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",726,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",763,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",644,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",753,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",704,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",623,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",716,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",587,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",706,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",732,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",714,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",716,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",748,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",681,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",704,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",724,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",698,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",639,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",811,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",723,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",737,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",710,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",731,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",735,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",714,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Hat",747,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Hat",688,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Nat",791,5,,,5,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Nat",771,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Nat",628,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"F","Nat",668,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-22 00:00:00,1,"M","Nat",409,3,,,3,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",540,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",667,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",708,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",710,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",758,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"F","Hat",676,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",555,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Nat",479,3,,,3,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"F","Hat",661,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",700,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",654,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"F","Hat",709,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",457,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",552,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"M","Hat",530,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"F","Hat",706,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-23 00:00:00,1,"F","Hat",728,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"F","Hat",670,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"M","Hat",761,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"M","Hat",760,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"F","Hat",724,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"M","Hat",723,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"F","Hat",714,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"M","Hat",560,3,,,,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-6-24 00:00:00,1,"M","Hat",722,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2004,2004-7-2 00:00:00,1,"F","Hat",685,4,,,,4,,0,"P","Passed above weir","New","1ROP"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",728,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",719,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",708,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",647,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",690,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",673,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",667,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",724,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",718,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",755,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",718,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",761,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",724,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",685,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",705,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",656,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",690,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",738,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",761,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",606,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",780,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",758,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"M","Hat",749,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",742,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-13 00:00:00,1,"F","Hat",704,4,,4,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",753,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",743,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"F","Hat",704,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",661,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",810,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",724,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"F","Hat",739,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",649,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-15 00:00:00,1,"M","Hat",721,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",771,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",634,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",716,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",782,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",803,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",704,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",710,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",782,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",743,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",655,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",737,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",715,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",654,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"F","Hat",657,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-17 00:00:00,1,"M","Hat",752,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"M","Hat",702,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"M","Hat",713,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",802,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"M","Hat",870,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",759,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",744,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",747,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",647,4,,4,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"M","Hat",821,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",736,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",738,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-20 00:00:00,1,"F","Hat",707,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Hat",693,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Hat",726,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Hat",715,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Hat",629,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Hat",736,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"M","Hat",678,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Hat",681,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-22 00:00:00,1,"F","Nat",719,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-6-27 00:00:00,1,"M","Hat",923,5,,,,5,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2005,2005-6-27 00:00:00,1,"F","Hat",663,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2005,2005-6-27 00:00:00,1,"M","Hat",750,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2005,2005-6-27 00:00:00,1,"F","Hat",731,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2005,2005-6-27 00:00:00,1,"F","Hat",667,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2005,2005-7-1 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-7-1 00:00:00,1,"M","Hat",748,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-7-6 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2005,2005-7-11 00:00:00,1,"M","Hat",665,4,,,,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-12 00:00:00,1,"M","Nat",598,4,,4,3,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"F","Nat",842,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"F","Hat",699,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"F","Nat",726,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"F","Hat",809,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"M","Nat",704,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"M","Nat",574,4,,4,3,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-13 00:00:00,1,"F","Nat",650,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-14 00:00:00,1,"M","Hat",889,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-14 00:00:00,1,"F","Hat",654,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"F","Hat",834,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"M","Nat",733,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"F","Hat",675,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"F","Hat",737,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"F","Nat",690,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"F","Hat",661,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"M","Nat",617,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-16 00:00:00,1,"F","Nat",624,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-19 00:00:00,1,"F","Nat",740,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-19 00:00:00,1,"F","Hat",682,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-19 00:00:00,1,"F","Nat",697,4,,,4,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-19 00:00:00,1,"M","Nat",684,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-19 00:00:00,1,"J","Nat",545,3,,,3,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-21 00:00:00,1,"M","Nat",667,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-21 00:00:00,1,"F","Nat",720,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Nat",613,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"J","Nat",588,3,,,3,3,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Hat",690,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Hat",856,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"M","Nat",785,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Nat",753,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Hat",716,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"M","Nat",805,5,,,5,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Hat",715,4,,,,4,,0,"P","Passed above weir","New",
"Upper Grande Ronde River",2006,2006-6-23 00:00:00,1,"F","Nat",677,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-26 00:00:00,1,"F","Hat",828,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-26 00:00:00,1,"M","Hat",818,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-26 00:00:00,1,"M","Nat",798,5,,,5,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-26 00:00:00,1,"F","Hat",853,5,,,,5,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-26 00:00:00,1,"F","Nat",694,4,,,4,4,,0,"P","Passed above weir","New","1ROP/1CAU"
"Upper Grande Ronde River",2006,2006-6-26 00:00:00,1,"F","Hat",678,4,,,,4,,0,"P","Passed above weir","New",
