"LCM_pop","River","Year","SurveyDate","SiteID","Section","AboveOrBelowWeir","AboveOrBelowRST","Survey Type","Objective","Count","Sex","Origin","ForkLength","BestAge","CWTAge","BestScaleAge","LengthAge","AgeKey","PreSpawn","PercentSpawned","MarkRecapSizeCategory","OPPunch","OperclePunchType","Comments"
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",920,5,,5,5,,"Spawned",100.00,"Adult",,,"Kiefer IDFG 98-706-Fin age"
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",830,5,,,5,,"PreSpawn",0.00,"Adult",,,"Kiefer IDFG 98-707-Fin age, too decomposed"
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",968,5,,5,5,,"NotValid",,"Adult",,,"Kiefer IDFG 98-704-Fin age"
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",828,5,,5,4,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",820,5,,5,4,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",864,5,,5,5,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",735,4,,4,4,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",955,5,,5,5,,"NotValid",,"Adult",,,"Kiefer IDFG 98-723-Fin age"
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",830,5,,5,4,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",920,5,,5,5,,"NotValid",,"Adult",,,"Kiefer IDFG 98-722-Fin age"
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",814,5,,5,4,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",555,3,,3,3,,"NotValid",,"Jack","Yes","3ROP",
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",767,4,,4,4,,"Spawned",100.00,"Adult","Yes","3ROP",
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",865,5,,5,5,,"Spawned",100.00,"Adult",,,"Kiefer IDFG 98-705-Fin age"
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",886,5,,5,5,,"Spawned",100.00,"Adult","Yes","3ROP","Kiefer IDFG 98-709-Fin age"
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",880,5,,5,5,,"NotValid",,"Adult",,,"Kiefer IDFG 98-710-Fin age, CH25 code 116, VI tag FK 1"
"Lostine","Lostine River",1998.00,1998-9-3 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",797,5,,5,4,,"Spawned",100.00,"Adult",,,
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",935,5,,5,5,,"NotValid",,"Adult",,,"testes flacid"
"Lostine","Lostine River",1998.00,1998-8-27 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"Unk","Nat",,5,,5,,,"Unknown",,"Adult",,,"Too decayed, probably male based on jaw features"
"Lostine","Lostine River",1998.00,1998-9-17 00:00:00,"LOS8.2","Weir to the Mouth","Below Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",945,5,,5,5,,"NotValid",,"NA",,,"No marks, NPT"
"Lostine","Lostine River",1998.00,1998-10-1 00:00:00,"LOS8.2","Weir to the Mouth","Below Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",1022,5,,5,5,,"Spawned",100.00,"NA","No","None","No OP marks, no fin clips, NPT"
"Lostine","Lostine River",1998.00,1998-10-1 00:00:00,"LOS8.2","Weir to the Mouth","Below Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",828,4,,4,4,,"Spawned",100.00,"NA","No","None"," No OP marks, no fin clips, NPT"
"Lostine","Lostine River",1998.00,1998-9-22 00:00:00,"LOS8.2","Weir to the Mouth","Below Weir",,"Supplemental","Carcass",1,"F","Nat",748,4,,4,4,,"Spawned",100.00,"NA",,,"No Clips, Genetic Sample Taken, NPT"
"Lostine","Lostine River",1998.00,1998-9-17 00:00:00,"LOS8.2","Weir to the Mouth","Below Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",865,5,,5,5,,"Spawned",100.00,"NA",,,"NPT"
"Lostine","Lostine River",1998.00,1998-9-22 00:00:00,"LOS8.2","Weir to the Mouth","Below Weir",,"Supplemental","Carcass",1,"M","Nat",973,5,,,5,,"NotValid",,"NA",,,"No Clips, Genetic Sample Taken, NPT"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",810,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-508 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",730,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-510 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-534 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",710,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-507 IDFG#"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",800,4,,4,4,,"NotValid",,"Adult","No","None","99-616 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",715,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",720,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",770,4,,4,4,,"NotValid",,"Adult","Yes","2LOP",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-613 IDFG#"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",750,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-618 IDFG#"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",730,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",95.00,"Adult","No","None","99-620 IDFG#"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",700,4,,4,4,,"NotValid",,"NA","Unk","Unk",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",660,4,,4,4,,"NotValid",,"Adult","No","None","99-617 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",675,4,,4,4,,"Spawned",100.00,"Adult","No","None","FinMark changed from AD because no CWT found"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",800,4,,4,4,,"NotValid",,"Adult","No","None","99-615 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",,4,,,4,,"Spawned",100.00,"Adult","No","None","99-078 IDFG#"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",760,4,,4,4,,"NotValid",,"Adult","No","None","99-621 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-077 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",840,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",730,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",710,4,,4,4,,"Spawned",100.00,"Adult","Yes","2LOP",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",900,5,,5,5,,"Spawned",100.00,"Adult","Yes","3ROP",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",750,4,,4,4,,"Spawned",100.00,"Adult","Yes","2LOP",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",800,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",740,4,,4,4,,"NotValid",,"Adult","Yes","2LOP","99-392 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",845,4,,4,4,,"NotValid",,"Adult","No","None","99-509 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",770,4,,4,4,,"NotValid",,"Adult","No","None","99-535 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",910,5,,,5,,"NotValid",,"Adult","No","None","99-533 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",720,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-079 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",790,4,,4,4,,"Spawned",100.00,"Adult","No","None","99-539 IDFG#"
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",880,4,,4,5,,"NotValid",,"Adult","No","None","99-612 IDFG#"
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",760,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",750,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-10 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Carcass",1,"F","Nat",815,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Extensive","Redd & Carcass",1,"M","Nat",740,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",100.00,"Adult","No","None"," taken while doing Bltrout survey (creamer)."
"Lostine","Lostine River",1999.00,1999-9-2 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",840,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",770,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Extensive","Redd & Carcass",1,"F","Nat",600,4,,4,3,,"Spawned",100.00,"Jack","No","None",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS6","Westside Ditch to the Wallowa Highway Bridge","Above Weir",,"Extensive","Redd & Carcass",1,"M","Nat",750,4,,4,4,,"NotValid",,"Adult","Yes","1ROP",
"Lostine","Lostine River",1999.00,1999-8-26 00:00:00,"LOS6","Westside Ditch to the Wallowa Highway Bridge","Above Weir",,"Extensive","Redd & Carcass",1,"M","Nat",650,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS7","Highway 82 to McLain's Ranch","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",785,4,,4,4,,"PreSpawn",0.00,"Adult","Yes","1LOP",
"Lostine","Lostine River",1999.00,1999-9-24 00:00:00,"LOS8.1","McLain's Ranch to the Weir","Above Weir",,"Supplemental","Carcass",1,"M","Hat",500,3,,3,3,,"NotValid",,"Jack","No","None",
"Lostine","Lostine River",1999.00,1999-9-24 00:00:00,"LOS8.1","McLain's Ranch to the Weir","Above Weir",,"Supplemental","Carcass",1,"M","Hat",765,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-9 00:00:00,"LOS8.1","McLain's Ranch to the Weir","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",750,4,,4,4,,"PreSpawn",0.00,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-9-23 00:00:00,"LOS8.1","McLain's Ranch to the Weir","Above Weir",,"Supplemental","Carcass",1,"Unk","Nat",750,4,,4,4,,"Unknown",,"Adult","No","None",
"Lostine","Lostine River",1999.00,1999-8-31 00:00:00,"LOS8.1","McLain's Ranch to the Weir","Above Weir",,"Supplemental","Carcass",1,"F","Nat",726,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS2.2","Above Walla Walla Campground to Williamson Campground","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",103,2,,,,,"NotValid",,"NA","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS3","Pole Bridge to Six Mile Bridge","Above Weir",,"Extensive","Redd & Carcass",1,"F","Nat",710,4,,4,4,,"PreSpawn",0.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",715,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0949 IDFG#"
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",700,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",750,4,,4,4,,"NotValid",,"Adult","Yes","2ROP",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",620,3,,3,3,,"NotValid",,"Jack","Yes","2LOP",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"M","Nat",1020,5,,5,5,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",750,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",750,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",750,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",660,4,,4,4,,"NotValid",,"Adult","No","None","00-0930 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",640,3,,3,4,,"NotValid",,"Adult","No","None","00-0929 IDFG#"
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Index","Redd & Carcass",1,"F","Nat",720,4,,4,4,,"Spawned",100.00,"Adult","Yes","1LOP",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",780,4,,4,4,,"PreSpawn",0.00,"Adult","No","None","pre-spawn mort; 00-0950 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",743,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0942 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",760,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0947 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-8 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",840,4,,4,4,,"NotValid",,"Adult","No","None","00-0101 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-8 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0110 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-8 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",735,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0097 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-8 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",760,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0096 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-8 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Hat",550,3,3,3,3,,"NotValid",,"Jack","No","None",
"Lostine","Lostine River",2000.00,2000-9-8 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"F","Nat",795,4,,4,4,,"Spawned",100.00,"Adult","No","None","00-0093 IDFG#"
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS4","Six Mile Bridge to the Lostine River Ranch Bridge","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",840,4,,4,4,,"NotValid",,"Adult","No","None","00-0924 IDFG#"
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Extensive","Redd & Carcass",1,"F","Nat",710,4,,4,4,,"PreSpawn",0.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",840,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-16 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"F","Nat",740,4,,4,4,,"PreSpawn",0.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-16 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"M","Nat",975,5,,5,5,,"NotValid",,"Adult","Yes","OP",
"Lostine","Lostine River",2000.00,2000-8-14 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"F","Nat",810,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-14 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"F","Nat",770,4,,4,4,,"Spawned",85.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-14 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"F","Nat",740,4,,4,4,,"Spawned",100.00,"NA","Unk","Unk",
"Lostine","Lostine River",2000.00,2000-8-15 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"F","Nat",710,4,,4,4,,"PreSpawn",0.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-17 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"PreIndex","Carcass",1,"F","Nat",730,4,,4,4,,"Spawned",100.00,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",400,3,,3,3,,"NotValid",,"Jack","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",800,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Extensive","Redd & Carcass",1,"M","Nat",770,4,,4,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-9-1 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Supplemental","Redd & Carcass",1,"M","Nat",720,4,,,4,,"NotValid",,"Adult","No","None",
"Lostine","Lostine River",2000.00,2000-8-25 00:00:00,"LOS5","Lostine River Ranch Bridge to Westside Ditch","Above Weir",,"Extensive","Redd & Carcass",1,"F","Nat",880,5,,5,5,,"Spawned",100.00,"Adult","No","None",
